@relation delta_ail
@attribute RollRate real [-0.0208, 0.0177]
@attribute PitchRate real [-0.0077, 0.0108]
@attribute currPitch real [-0.0060, 0.041]
@attribute currRoll real [-0.05, 0.051]
@attribute diffRollRate real [-0.0015, 8.2E-4]
@attribute Sa real [-0.0021, 0.0022]
@inputs RollRate, PitchRate, currPitch, currRoll, diffRollRate
@outputs Sa
@data
0.0071, 0.0018, 0.0070, -0.022, 1.8E-4, 1.0E-4
-0.0084, 0.0024, 0.01, 0.0050, -2.2E-4, 2.0E-4
-0.0088, -3.0E-4, 0.0080, -0.013, 6.0E-5, 2.0E-4
-0.0056, 0.0026, 0.0020, 0.0080, -1.2E-4, 2.0E-4
-0.0098, -3.0E-4, 0.01, -0.013, -1.1E-4, 1.0E-4
0.0068, -0.0011, 0.011, -0.0090, 1.6E-4, -1.0E-4
-0.0067, -2.0E-4, 0.0080, 0.0040, -3.9E-4, 4.0E-4
0.0044, 3.0E-4, 0.0090, 0.015, -6.0E-5, -1.0E-4
5.0E-4, -0.0017, 0.0030, -0.0090, 1.5E-4, 1.0E-4
0.0039, 0.0020, 0.0050, -0.0050, 1.8E-4, -2.0E-4
-0.0051, 0.0014, 0.012, -0.013, 7.0E-5, 2.0E-4
0.0045, -0.0010, 0.0080, -0.013, 4.0E-5, -1.0E-4
-5.0E-4, 0.0028, 0.015, -0.01, 3.0E-5, 1.0E-4
0.0036, -0.0028, 0.0090, 0.027, -7.0E-5, -1.0E-4
-0.0096, 0.0020, 0.0040, -0.034, 1.7E-4, 1.0E-4
0.0093, 0.0014, 0.0070, -0.038, 3.0E-4, -2.0E-4
-0.0037, 2.0E-4, 0.012, 0.0070, -1.1E-4, 3.0E-4
0.0055, 0.0, 0.0090, 0.014, 7.0E-5, -2.0E-4
-0.0038, -1.0E-4, 0.011, 0.024, -1.7E-4, 1.0E-4
-0.0037, 0.0032, 0.015, 0.017, -9.0E-5, 1.0E-4
0.0054, 0.0011, 0.019, 0.024, 0.0, -2.0E-4
-0.0102, -9.0E-4, 0.012, 0.011, -1.6E-4, 2.0E-4
0.0045, 0.0031, 0.0070, -0.0070, 8.0E-5, -1.0E-4
0.0022, 0.0, 0.012, 0.01, 1.0E-5, -1.0E-4
0.0055, 0.0011, 0.0080, -0.0020, 8.0E-5, -2.0E-4
0.0065, 0.0017, 0.0060, 0.013, 1.5E-4, -2.0E-4
-0.0089, 0.0026, 0.015, 0.0050, -9.0E-5, 2.0E-4
0.0061, -0.0026, -0.0020, -0.012, 2.9E-4, -1.0E-4
0.0104, 9.0E-4, -0.0010, 0.013, 3.0E-5, -1.0E-4
0.0, -0.0017, 0.01, 0.032, -3.0E-5, -2.0E-4
0.0057, 0.0022, 0.0060, -0.025, 2.3E-4, -2.0E-4
-0.0041, 9.0E-4, 0.0010, 0.0050, -1.1E-4, 1.0E-4
0.0037, 0.0027, 0.012, 0.026, -1.8E-4, -1.0E-4
-0.0076, -0.0016, 0.0050, 0.021, -3.0E-4, 2.0E-4
-0.0048, -9.0E-4, 0.014, 0.025, -1.5E-4, 2.0E-4
2.0E-4, 0.0021, 0.01, 0.01, -1.0E-4, -2.0E-4
0.0055, -0.0011, 0.011, -0.03, 2.4E-4, -3.0E-4
0.0012, 0.0, 0.0080, 0.011, -3.0E-5, -1.0E-4
0.0030, 2.0E-4, 0.0040, 0.011, -9.0E-5, -1.0E-4
-0.0048, 0.0035, 0.014, 0.0090, -2.0E-4, 3.0E-4
-0.0042, 2.0E-4, 0.01, 0.016, -8.0E-5, 1.0E-4
-0.0030, 0.0035, 0.0090, -0.01, -3.0E-5, 2.0E-4
0.0026, 0.0020, 0.0060, -0.0070, 1.1E-4, -2.0E-4
-0.0036, 0.0017, 0.011, -0.032, 1.1E-4, 1.0E-4
0.0064, 0.0, 0.015, -0.0050, 6.0E-5, -1.0E-4
0.0033, 0.0022, 0.014, -0.0060, 7.0E-5, -1.0E-4
-0.0029, -6.0E-4, 0.01, -0.022, 9.0E-5, 1.0E-4
-0.0103, 0.0020, 0.012, 0.0030, -1.9E-4, 1.0E-4
-0.0069, 0.0031, 0.011, 0.0080, -1.9E-4, 2.0E-4
0.0067, -7.0E-4, 0.01, -0.023, 1.5E-4, -1.0E-4
-0.0057, -0.0027, 0.02, 0.0030, -2.0E-5, 1.0E-4
-0.0041, 0.0042, 0.0070, -0.01, -1.3E-4, 6.0E-4
0.0058, 0.0064, 0.021, -0.0080, 1.2E-4, -8.0E-4
0.0039, 0.0020, 0.018, 0.0080, 1.4E-4, -4.0E-4
-0.0063, 0.0024, 0.019, 0.0070, -2.8E-4, 7.0E-4
0.0075, 0.0036, 0.014, 0.013, -4.0E-4, -1.0E-4
-0.0079, -5.0E-4, 0.0060, 0.013, -3.1E-4, 1.0E-4
0.0036, 0.0053, 0.021, -0.03, 3.5E-4, 1.0E-4
0.0103, -0.0012, 0.017, -0.016, 2.9E-4, -2.0E-4
0.0124, -6.0E-4, 0.013, 0.0030, 5.0E-5, -1.0E-4
0.0106, 0.0050, 0.017, 0.013, -3.9E-4, -4.0E-4
-0.0072, -8.0E-4, 0.012, -0.0010, -1.7E-4, 4.0E-4
-0.0078, -0.0016, 0.013, 0.016, -2.2E-4, 1.0E-4
0.0111, -0.0022, 0.011, -0.0030, 2.1E-4, -5.0E-4
0.0018, 0.0028, 0.012, 0.028, -2.2E-4, -2.0E-4
-0.0041, 0.0030, 0.016, 0.026, -3.4E-4, -1.0E-4
0.0030, -5.0E-4, 0.0080, -0.0050, 2.1E-4, -3.0E-4
-0.0031, 0.0024, 0.012, -0.014, 0.0, 2.0E-4
0.0065, 9.0E-4, 0.01, -0.0080, 1.9E-4, -7.0E-4
-0.0063, 0.0023, 0.012, -0.0020, -4.9E-4, 1.0E-4
0.0076, 0.0, -0.0010, -0.042, 4.0E-4, -4.0E-4
0.0065, 0.0034, 0.01, -0.0050, 9.0E-5, -4.0E-4
0.0042, 0.0020, 0.012, -0.0070, 6.0E-5, -3.0E-4
0.0104, 0.0016, 0.012, -0.0050, 2.3E-4, -3.0E-4
-0.0104, -1.0E-4, 0.0070, 0.0040, -2.1E-4, 4.0E-4
-0.0078, 4.0E-4, 0.0070, 0.0090, -5.0E-4, 4.0E-4
0.0083, 0.0018, 0.014, -0.029, 3.3E-4, -1.0E-4
0.0099, 3.0E-4, 0.01, 0.018, -1.1E-4, -3.0E-4
-0.0087, 0.0029, 0.015, 0.027, -7.0E-4, 2.0E-4
-6.0E-4, 6.0E-4, 0.0030, 0.036, 2.0E-5, -2.0E-4
-0.0121, 0.0034, 0.0070, 0.0020, -9.0E-5, 1.0E-4
-0.0075, 0.0041, 0.013, -0.029, 2.9E-4, 3.0E-4
0.0063, 0.0016, 0.016, 0.013, 5.0E-5, -7.0E-4
0.0050, 0.0012, 0.0090, -0.017, 2.1E-4, -2.0E-4
0.0039, 0.0023, 0.013, -0.022, 1.7E-4, -1.0E-4
0.0064, 0.0067, 0.024, -0.013, 1.7E-4, 1.0E-4
-0.0087, -0.0015, 0.01, 0.0020, -5.0E-5, 1.0E-4
6.0E-4, 0.0019, 0.012, 0.011, -7.0E-5, -1.0E-4
-0.0034, 0.0035, 0.022, 0.0070, -1.2E-4, 1.0E-4
0.0051, 0.0012, 0.0080, 0.011, -2.0E-5, -1.0E-4
0.0024, -7.0E-4, 0.0060, 0.011, 0.0, -2.0E-4
0.0039, -9.0E-4, 0.014, 0.0030, -1.0E-5, -1.0E-4
-0.0050, -0.0057, 0.011, 0.0050, -1.3E-4, 3.0E-4
-0.0051, 0.0023, 0.012, 0.0070, -3.6E-4, 4.0E-4
-0.0033, -0.0010, 0.011, -0.011, 1.9E-4, 1.0E-4
0.0062, -4.0E-4, 0.01, -0.0060, 1.0E-5, -1.0E-4
-0.0072, 0.0020, 0.0090, -0.012, 0.0, 1.0E-4
-0.0055, 0.0019, 0.012, -0.012, 3.0E-5, 2.0E-4
0.0013, -0.0031, 0.0090, 0.01, 0.0, -1.0E-4
0.0065, 1.0E-4, 0.0030, 0.014, 5.0E-5, -1.0E-4
0.0066, -3.0E-4, 0.0080, -0.0020, 7.0E-5, -1.0E-4
0.0063, -1.0E-4, 0.0080, 0.011, -5.0E-5, -1.0E-4
-0.0055, -8.0E-4, 0.0040, 0.0090, -6.0E-5, -1.0E-4
-0.0019, 4.0E-4, 0.0080, -0.027, -2.0E-5, 3.0E-4
0.0024, 3.0E-4, 0.011, 0.028, -8.0E-5, -1.0E-4
0.0026, -9.0E-4, 0.01, 0.01, 6.0E-5, -2.0E-4
-0.0040, 6.0E-4, 0.0090, 0.0060, -2.0E-5, 2.0E-4
0.0049, 2.0E-4, 0.0090, 0.016, 2.0E-5, -1.0E-4
-0.0050, 0.0019, 0.0070, 0.0070, -1.1E-4, 2.0E-4
-0.0047, -3.0E-4, 0.0030, -0.01, 1.2E-4, 1.0E-4
0.0035, 6.0E-4, 0.0050, -0.0080, 1.1E-4, -3.0E-4
-0.0067, 0.0036, 0.017, -0.014, -4.0E-5, 3.0E-4
0.0052, 0.0032, 0.024, -0.023, 1.6E-4, -3.0E-4
-0.0057, -0.0026, 0.011, -0.0080, -2.4E-4, 5.0E-4
0.0053, 0.0037, 0.011, -0.023, 1.2E-4, -2.0E-4
-0.0033, 0.0040, 0.018, 0.02, -3.6E-4, 1.0E-4
8.0E-4, -2.0E-4, 0.01, 0.028, -9.0E-5, -1.0E-4
0.0038, 2.0E-4, 0.011, -0.019, 2.4E-4, -2.0E-4
0.0050, 6.0E-4, 0.0090, 0.01, -7.0E-5, -2.0E-4
-0.0025, -3.0E-4, 0.0050, -0.014, 9.0E-5, 1.0E-4
0.0027, 0.0029, 0.0070, 0.01, -1.2E-4, -2.0E-4
0.0036, 0.0013, 0.011, 0.013, -1.8E-4, -2.0E-4
-0.0050, 0.0020, 0.011, 0.022, -5.3E-4, 4.0E-4
0.0073, -1.0E-4, 0.0010, -0.0070, 1.5E-4, -4.0E-4
-0.0098, 0.0013, 0.014, 0.0, -3.3E-4, 1.0E-4
-0.0034, 0.0023, 0.0080, -0.014, 1.6E-4, 2.0E-4
-0.0045, -4.0E-4, 0.013, -0.0040, -1.3E-4, 1.0E-4
-0.0103, -0.0035, 0.016, 0.0020, -3.5E-4, 6.0E-4
-0.0055, 4.0E-4, 0.01, -0.012, 1.3E-4, 2.0E-4
0.0035, 0.0013, 0.0080, 0.0070, 2.5E-4, -2.0E-4
-0.0081, -0.0014, 0.0090, -0.013, 3.1E-4, 2.0E-4
-0.0055, 0.0015, 0.011, 0.031, -8.0E-5, -1.0E-4
-0.0081, 0.0018, 0.018, -0.013, -4.7E-4, 9.0E-4
0.0081, -0.0034, 0.0090, -0.024, 5.4E-4, -4.0E-4
0.0111, -5.0E-4, 0.0050, -0.0030, 2.0E-5, -4.0E-4
-0.0038, 0.0027, 0.012, -0.01, 4.0E-5, 2.0E-4
0.0094, 0.0038, 0.0020, 0.0010, 2.5E-4, -6.0E-4
0.0132, 0.0010, 0.0060, 0.0010, 2.6E-4, -6.0E-4
0.0081, 0.0015, 0.0030, -0.0010, 1.1E-4, -1.0E-4
0.0054, 0.0026, 0.013, -0.0070, 4.0E-5, -1.0E-4
-0.0063, -0.0015, 0.012, -0.011, -7.0E-5, 5.0E-4
0.0049, 0.0029, 0.0090, -0.038, 4.2E-4, -2.0E-4
-0.0034, 0.0025, 0.015, 0.018, -4.0E-5, -2.0E-4
0.0122, 0.0026, 0.017, 0.0040, 4.7E-4, -0.0016
0.0066, 8.0E-4, 0.014, 0.012, 4.2E-4, -8.0E-4
-0.0105, 0.0021, 0.0070, 0.0020, -2.0E-4, 5.0E-4
-0.0055, 0.0014, 0.0090, 0.023, -1.7E-4, 2.0E-4
-0.0065, 0.0033, 0.011, 0.013, -3.4E-4, 7.0E-4
0.0097, 7.0E-4, 0.018, 0.011, 2.4E-4, -4.0E-4
0.0083, 2.0E-4, 0.013, 0.032, -2.0E-4, -2.0E-4
-0.0012, 6.0E-4, 0.01, 0.041, -5.2E-4, 6.0E-4
-0.0058, 0.0010, 0.011, 0.0050, -4.1E-4, 7.0E-4
-0.0068, 9.0E-4, 0.012, -0.043, 6.2E-4, 3.0E-4
0.0165, 0.0045, 0.0050, -0.019, 2.8E-4, -4.0E-4
0.0036, 0.0024, 0.014, 0.045, -4.5E-4, -1.0E-4
0.0079, 0.0028, 0.0090, -0.02, 4.2E-4, -5.0E-4
-0.0108, 0.0016, 0.0090, 0.021, -6.1E-4, 8.0E-4
0.0042, 0.0010, 0.0, -0.0080, 5.2E-4, 1.0E-4
0.012, 0.0040, 0.0040, -0.0010, 4.6E-4, -1.0E-4
-0.0048, 0.0025, 0.012, 0.014, -2.7E-4, 3.0E-4
0.0041, 0.0040, 0.014, 0.012, 2.7E-4, -6.0E-4
-0.0058, 4.0E-4, 0.0040, -0.032, 6.1E-4, 1.0E-4
-0.0095, 0.0010, 0.013, -0.012, 3.5E-4, 1.0E-4
-8.0E-4, 9.0E-4, 0.026, -0.011, 1.4E-4, -1.0E-4
-0.0054, -9.0E-4, 0.022, 0.0090, -2.1E-4, 3.0E-4
0.0062, 0.0010, 0.015, 0.013, -7.0E-5, -2.0E-4
-0.0073, 0.0010, 0.017, 0.0080, -1.4E-4, 3.0E-4
-0.0084, 8.0E-4, 0.017, -0.0020, -1.2E-4, 4.0E-4
0.0089, 0.0027, 0.01, 0.013, 2.0E-5, -2.0E-4
0.0017, 0.0059, 0.027, 0.011, -7.0E-5, 1.0E-4
0.0083, 4.0E-4, 0.016, 0.0010, 1.5E-4, -2.0E-4
-0.0042, 0.0029, 0.0060, -0.013, 3.0E-5, 1.0E-4
0.0039, -9.0E-4, 0.013, 0.03, 8.0E-5, -3.0E-4
0.0071, 0.0, 0.01, -0.011, 2.7E-4, -3.0E-4
0.0040, 0.0017, -0.0020, 0.024, -1.6E-4, -1.0E-4
4.0E-4, 0.0051, 0.0020, 0.028, -2.6E-4, -1.0E-4
-0.0051, -7.0E-4, 0.013, 0.034, -1.0E-5, 1.0E-4
-0.0058, -0.0015, 0.0060, 0.018, -6.0E-5, 1.0E-4
-0.0040, 0.0017, 0.014, 0.013, -2.2E-4, 2.0E-4
0.0016, -3.0E-4, 0.015, 0.011, -8.0E-5, -1.0E-4
-0.0063, 3.0E-4, 0.013, 0.017, -6.0E-5, 1.0E-4
0.0021, 0.0053, 0.011, 0.01, -3.5E-4, 1.0E-4
-0.0067, 0.0, 0.014, 0.015, -2.6E-4, 3.0E-4
0.0060, -0.0019, -0.0010, -0.0010, 2.6E-4, -1.0E-4
-0.0069, 0.0, 0.0050, 0.0030, -8.0E-5, 1.0E-4
0.0041, 0.0012, 0.016, 0.013, -1.9E-4, 1.0E-4
-0.0067, -0.0016, 0.012, 0.0040, -1.3E-4, 1.0E-4
0.0071, 0.0033, 0.012, 0.0010, 3.3E-4, -1.0E-4
-0.0047, 0.0055, 0.016, 0.025, -2.1E-4, 5.0E-4
-0.0131, 0.0021, 0.016, 0.011, -2.0E-4, 6.0E-4
-0.0109, 0.0045, 0.018, -0.012, 2.7E-4, 8.0E-4
-0.0043, 0.0015, 0.014, 0.0090, -2.0E-5, -2.0E-4
-0.0072, 0.0013, 0.015, 0.0070, -1.9E-4, 3.0E-4
-0.0067, 0.0022, 0.017, -0.013, 1.7E-4, 1.0E-4
-0.0033, 0.0012, 0.013, 0.03, -1.4E-4, 2.0E-4
0.0064, 0.0, 0.018, 0.011, 1.8E-4, -6.0E-4
-0.0105, -0.0013, 0.016, 0.0070, -2.7E-4, 5.0E-4
0.0087, 0.0011, 0.012, -0.027, 4.3E-4, -5.0E-4
-0.0073, 0.0018, 0.0080, 0.0050, -8.0E-5, 2.0E-4
0.0101, 5.0E-4, 0.011, -0.023, 2.8E-4, -2.0E-4
0.0079, 0.0015, 0.012, 0.015, -2.4E-4, -1.0E-4
-0.0034, 0.0018, 0.016, 0.024, -3.4E-4, 1.0E-4
-0.0105, 0.0016, 0.0080, 0.0040, -2.3E-4, 3.0E-4
0.0094, -3.0E-4, 0.012, -0.022, 3.5E-4, -5.0E-4
-0.0033, -9.0E-4, 0.0090, 0.0060, -2.1E-4, 4.0E-4
-0.0071, 0.0012, 0.013, 0.01, -3.0E-4, 5.0E-4
-2.0E-4, 8.0E-4, 0.0030, -0.01, 4.0E-5, 2.0E-4
0.0011, 0.0019, 0.011, 0.01, -1.6E-4, -1.0E-4
0.0038, 0.0022, 0.012, -0.0020, 2.3E-4, -2.0E-4
0.0089, 7.0E-4, 0.012, -0.027, 4.3E-4, -5.0E-4
0.0111, -5.0E-4, 0.0090, -0.0090, 2.5E-4, -7.0E-4
0.0038, 9.0E-4, 0.0090, 0.011, -5.1E-4, -1.0E-4
0.0072, 0.0014, 0.0090, -0.0030, 2.1E-4, -3.0E-4
-0.0084, 6.0E-4, 0.0090, 0.0070, -2.8E-4, 4.0E-4
0.0060, 0.0024, 0.0090, -0.0030, 2.2E-4, -4.0E-4
0.0055, 0.0030, 0.0060, 0.028, -1.9E-4, -2.0E-4
0.0058, 0.0, 0.011, -0.011, 2.2E-4, 1.0E-4
0.0124, 0.0017, 0.0030, 0.0010, 1.9E-4, -1.0E-4
0.0070, 0.0043, 0.0080, 0.023, -5.5E-4, 1.0E-4
0.0060, -3.0E-4, 0.0030, -0.0060, 3.6E-4, -4.0E-4
-0.0054, 0.0024, 0.011, 0.0060, -3.1E-4, 6.0E-4
0.0065, 0.0047, 0.029, 0.013, -7.0E-5, -3.0E-4
-0.0083, 0.0036, 0.022, -0.012, 1.6E-4, 7.0E-4
0.0039, 0.0040, 0.02, -0.011, 2.5E-4, -1.0E-4
0.0060, 0.0037, 0.016, -0.0090, 1.7E-4, -5.0E-4
0.0049, -3.0E-4, 0.02, -0.0080, 6.0E-5, -3.0E-4
0.0048, 4.0E-4, 0.018, 0.013, -8.0E-5, -1.0E-4
-0.0076, 1.0E-4, 0.013, -0.0080, -2.0E-5, 3.0E-4
-0.0034, 0.0020, 0.013, -0.028, 1.6E-4, 1.0E-4
-0.0033, 1.0E-4, 0.014, -0.01, 1.0E-5, 1.0E-4
0.0056, 0.0024, 0.015, 0.0040, 1.0E-5, 1.0E-4
-0.0053, -8.0E-4, 0.016, -0.047, 4.0E-4, 1.0E-4
-0.0056, -0.0019, 0.011, -0.011, -1.0E-5, 3.0E-4
-0.0046, -2.0E-4, 0.0070, -0.013, -5.0E-5, 2.0E-4
-0.0048, 2.0E-4, 0.014, 0.0060, -1.6E-4, -1.0E-4
0.0039, -0.0016, 0.0080, -0.0080, 1.2E-4, -1.0E-4
0.0060, -1.0E-4, 0.014, 0.031, -3.1E-4, -2.0E-4
-0.0044, 0.0030, 0.013, -0.012, 6.0E-5, 2.0E-4
-0.0037, 0.0044, 0.018, -0.028, 1.8E-4, 1.0E-4
0.0047, 9.0E-4, 0.014, -0.0050, 1.2E-4, -2.0E-4
-0.0019, -7.0E-4, 0.01, -0.011, 1.2E-4, 1.0E-4
0.0047, 3.0E-4, 0.0090, -0.0050, 1.4E-4, -4.0E-4
0.0054, -7.0E-4, 0.013, 0.021, -5.0E-5, -1.0E-4
0.0038, 0.0019, 0.013, 0.013, -1.3E-4, 1.0E-4
-0.0066, 3.0E-4, 0.013, 0.022, -3.3E-4, 1.0E-4
0.0029, 6.0E-4, 0.011, -0.0070, 1.4E-4, -3.0E-4
-0.0129, 0.0024, 0.01, -0.0020, -2.0E-4, 2.0E-4
-0.0071, -0.0014, 0.01, 0.0040, -2.4E-4, 1.0E-4
-0.0084, -6.0E-4, 0.0070, -0.013, -1.0E-5, 2.0E-4
0.0014, 0.0022, 0.01, 0.03, -1.2E-4, -1.0E-4
-0.0052, -8.0E-4, 0.01, 0.023, -1.5E-4, 2.0E-4
-0.0051, 7.0E-4, 0.01, 0.0070, -1.1E-4, 3.0E-4
0.0022, 5.0E-4, 0.0060, 0.01, 0.0, -2.0E-4
-0.0015, 9.0E-4, 0.01, 0.035, 2.0E-5, -2.0E-4
0.0077, -0.0026, 0.0070, 0.012, 7.0E-5, -3.0E-4
-0.0079, 0.0019, 0.012, 0.019, -2.6E-4, 5.0E-4
-0.0064, -0.0017, 0.0060, 0.029, -3.2E-4, 2.0E-4
0.0048, -0.0014, 0.0070, 0.0030, 8.0E-5, -1.0E-4
-5.0E-4, 0.0040, 0.0040, -0.01, 2.0E-5, 2.0E-4
0.0045, 5.0E-4, 0.0040, -0.0050, 1.0E-4, -2.0E-4
-0.0016, -4.0E-4, 0.0060, -0.01, 5.0E-5, 1.0E-4
0.0038, 0.0021, 0.0040, -0.0060, 1.4E-4, -3.0E-4
-0.0043, 1.0E-4, 0.01, -0.012, -3.0E-5, 1.0E-4
-0.0053, -0.0020, 0.022, -0.011, 8.0E-5, 1.0E-4
-0.0038, 8.0E-4, 0.031, 0.01, -2.4E-4, 1.0E-4
0.0018, -2.0E-4, 0.016, 0.01, -2.0E-5, -1.0E-4
0.0058, 0.0018, 0.015, 0.028, -9.0E-5, -1.0E-4
0.0051, 0.0011, 0.0050, 0.014, 8.0E-5, -1.0E-4
0.0039, 0.0024, 0.013, 0.013, -7.0E-5, -1.0E-4
-0.0063, -1.0E-4, 0.012, 0.0070, -1.6E-4, 2.0E-4
0.0043, -1.0E-4, 0.0060, 0.012, 1.0E-5, -1.0E-4
-0.0054, -5.0E-4, 0.012, 0.0020, -1.0E-4, 3.0E-4
0.0060, 0.0019, 0.0070, -0.0030, 1.3E-4, -2.0E-4
0.0035, 0.0, 0.012, -0.017, 1.7E-4, -1.0E-4
0.0031, 1.0E-4, 0.0050, 0.01, 2.0E-5, -1.0E-4
-0.0030, 8.0E-4, 0.011, -0.013, -8.0E-5, 3.0E-4
0.0038, -0.0010, 0.0070, -0.014, 2.1E-4, -2.0E-4
-0.0051, 0.0026, 0.0070, -0.012, 9.0E-5, 1.0E-4
0.0059, -0.0014, 0.0080, 0.01, 1.0E-5, -1.0E-4
-0.0073, 4.0E-4, 0.012, -0.016, -1.3E-4, 2.0E-4
6.0E-4, 9.0E-4, 0.016, 0.011, -8.0E-5, -1.0E-4
0.0036, -0.0013, 0.0070, 0.012, 2.0E-5, -1.0E-4
-0.0015, 0.0, 0.0060, -0.01, 4.0E-5, 1.0E-4
0.0012, -1.0E-4, 0.012, 0.01, -4.0E-5, -1.0E-4
0.0047, 8.0E-4, 0.0030, -0.0030, 9.0E-5, -1.0E-4
-0.0018, -7.0E-4, -0.0010, -0.0090, 5.0E-5, 1.0E-4
-0.0040, -9.0E-4, 0.011, -0.012, 1.0E-4, 1.0E-4
0.0038, -0.0010, 0.0040, -0.01, 6.0E-5, -1.0E-4
-0.0033, 5.0E-4, 0.0040, -0.014, -2.0E-5, 1.0E-4
0.0021, -6.0E-4, 0.011, 0.0090, 0.0, -2.0E-4
-0.0020, 0.0026, 0.011, -0.01, -1.0E-5, 1.0E-4
0.0046, 0.0014, 0.014, 0.0030, 0.0, 1.0E-4
0.0025, 4.0E-4, 0.013, 0.01, -1.0E-5, -1.0E-4
0.0030, -0.0013, 0.0010, 0.011, 0.0, -1.0E-4
-0.0063, 0.0018, 0.0060, 0.0060, -3.0E-5, 1.0E-4
0.0046, 1.0E-4, 0.01, -0.0050, 2.3E-4, -1.0E-4
-0.0053, 0.0019, 0.014, 0.0040, -1.1E-4, 4.0E-4
0.0070, 0.0021, 0.011, 0.013, 0.0, -2.0E-4
-0.0072, 3.0E-4, 0.014, 0.022, -3.4E-4, 5.0E-4
0.0082, 0.0019, 0.018, -0.0060, 2.5E-4, -4.0E-4
-0.0080, -9.0E-4, 0.013, 0.0030, -1.1E-4, 4.0E-4
0.0067, 0.0015, 0.0060, -0.0070, 2.6E-4, -3.0E-4
0.0058, 0.0022, 0.011, 0.016, -1.0E-4, -2.0E-4
-0.0054, 1.0E-4, 0.012, 0.027, -3.6E-4, 5.0E-4
0.0070, 1.0E-4, 0.0070, 0.011, 2.3E-4, -5.0E-4
-0.0077, -7.0E-4, 0.0060, -0.01, 2.9E-4, 1.0E-4
-0.0052, -7.0E-4, 0.01, -0.029, 3.8E-4, 1.0E-4
-0.0063, 3.0E-4, 0.014, 0.01, -3.0E-4, 2.0E-4
0.0065, 0.0019, 0.012, 0.012, -8.0E-5, -2.0E-4
0.0073, -7.0E-4, 0.0020, -0.0060, 3.5E-4, -2.0E-4
-0.0063, 0.0, 0.0040, 0.022, -8.0E-5, 1.0E-4
-0.0056, 0.0024, 0.018, 0.0060, -1.8E-4, 1.0E-4
-0.0082, 0.0020, 0.0080, -0.01, 8.0E-5, 2.0E-4
0.0116, 0.0040, 0.013, 0.0, 1.0E-5, -1.0E-4
-0.0080, 0.0013, 0.011, 0.0060, -5.1E-4, 7.0E-4
-0.0051, -4.0E-4, 0.015, 0.025, -5.1E-4, 6.0E-4
-0.0058, 6.0E-4, 0.0080, -0.0020, -1.3E-4, 2.0E-4
-0.0048, 0.0010, 0.0090, -0.013, 1.3E-4, 1.0E-4
0.0027, 0.0012, 0.012, 0.03, -5.6E-4, -1.0E-4
3.0E-4, -4.0E-4, 0.0010, -0.0090, 3.2E-4, 1.0E-4
