@relation delta_ail
@attribute RollRate real [-0.0208, 0.0177]
@attribute PitchRate real [-0.0077, 0.0108]
@attribute currPitch real [-0.0060, 0.041]
@attribute currRoll real [-0.05, 0.051]
@attribute diffRollRate real [-0.0015, 8.2E-4]
@attribute Sa real [-0.0021, 0.0022]
@inputs RollRate, PitchRate, currPitch, currRoll, diffRollRate
@outputs Sa
@data
-0.0035, 4.0E-4, 0.014, 0.026, -1.2E-4, 1.0E-4
0.0076, 0.0024, 0.011, -0.0040, 1.0E-5, -2.0E-4
-0.0090, 0.0018, 0.013, -0.032, 1.0E-4, 3.0E-4
-0.0020, 0.0025, 0.0070, -0.013, 9.0E-5, 1.0E-4
0.0069, 4.0E-4, 0.0080, 0.016, -3.0E-5, -1.0E-4
0.0010, -0.0028, 0.01, 0.029, -2.4E-4, -1.0E-4
-0.0055, 0.0, 0.0080, 0.013, -1.8E-4, 2.0E-4
-0.0022, 6.0E-4, 0.0070, -0.013, 1.1E-4, 2.0E-4
-0.0039, -9.0E-4, 0.0090, 0.014, -1.8E-4, 3.0E-4
0.0042, -6.0E-4, 0.0090, -0.0080, 1.7E-4, -3.0E-4
0.0041, -0.0024, -0.0030, 0.016, 1.0E-4, -2.0E-4
0.0017, 0.0036, 0.0010, 0.035, -1.0E-4, -2.0E-4
0.0047, -9.0E-4, 0.0040, -0.0050, 2.0E-5, -1.0E-4
0.0049, -1.0E-4, 0.013, -0.0070, 1.1E-4, -3.0E-4
0.0078, -0.0015, 0.0090, -0.0030, 2.0E-5, -1.0E-4
0.0047, 9.0E-4, 0.0090, -0.023, 2.0E-5, -1.0E-4
-0.0048, 0.0015, 0.018, -0.012, -1.0E-4, 2.0E-4
0.0063, -0.0020, 0.01, 0.016, -4.0E-5, -1.0E-4
0.0045, 4.0E-4, 0.0020, -0.0050, 6.0E-5, -2.0E-4
0.0066, 0.0011, 0.0020, -0.0020, 4.0E-5, -1.0E-4
-0.0070, 2.0E-4, 0.016, 0.0050, -7.0E-5, 2.0E-4
0.0069, 8.0E-4, 0.0010, 0.0, 6.0E-5, -1.0E-4
-0.0071, 0.0010, 0.011, 0.019, -1.6E-4, 1.0E-4
-0.0035, -0.0010, 0.0080, -0.015, -1.0E-5, 1.0E-4
-0.0025, -0.0011, 0.0060, -0.02, 8.0E-5, 1.0E-4
-0.0080, 3.0E-4, 0.011, -0.011, 4.0E-5, 1.0E-4
-0.0092, -0.0021, 0.021, 0.023, -8.3E-4, 0.0016
0.0066, 0.0038, 0.02, -0.0020, 7.0E-5, -5.0E-4
-0.0116, 9.0E-4, 0.02, -0.011, -4.1E-4, 0.0013
0.0039, 9.0E-4, 0.01, 0.031, -3.6E-4, 1.0E-4
0.0064, 0.0013, 0.0030, -0.0050, 4.0E-4, -5.0E-4
0.0068, 0.0042, 0.01, 0.019, -1.1E-4, -2.0E-4
-0.012, 0.0036, 0.021, -0.015, -3.3E-4, 6.0E-4
0.0065, 0.0017, 0.011, -0.0040, 2.0E-4, -3.0E-4
-0.0093, 0.0, 0.0060, 0.0030, -3.0E-4, 6.0E-4
0.0075, 0.0031, 0.01, 0.011, -4.0E-5, -1.0E-4
-0.0075, 0.0030, 0.012, -0.031, 3.7E-4, 1.0E-4
0.0047, 0.0013, 0.011, 0.03, -4.2E-4, -4.0E-4
0.0107, 0.0024, 0.0, -0.0050, 3.6E-4, -4.0E-4
0.0102, 0.0074, 0.0050, 0.017, -5.7E-4, 1.0E-4
0.0103, 0.0015, 0.014, -0.026, 4.8E-4, -8.0E-4
-0.0077, 0.0019, 0.014, 0.025, -3.3E-4, 1.0E-4
-0.0034, 0.0022, 0.0030, -0.012, -9.0E-5, 4.0E-4
-0.0038, 0.0023, 0.0090, 0.0010, -2.8E-4, 1.0E-4
0.0060, 7.0E-4, 0.011, -0.013, 9.0E-5, 1.0E-4
0.0037, -0.0014, 0.016, 0.013, 3.0E-5, -1.0E-4
0.0011, 0.0013, 0.015, 0.01, -1.0E-5, -1.0E-4
-0.0019, -4.0E-4, 0.012, -0.014, 8.0E-5, 1.0E-4
0.0051, 0.0013, 0.01, -0.0060, 1.1E-4, -1.0E-4
0.0075, -0.0027, 0.0090, -0.01, 1.4E-4, -1.0E-4
0.0072, 0.0015, 0.0030, 0.027, -8.0E-5, -3.0E-4
0.0014, 0.0014, 0.0070, 0.0090, 5.0E-5, -4.0E-4
-0.0039, 0.0011, 0.011, -0.028, -6.0E-5, 2.0E-4
-0.0035, 0.0019, 0.012, 0.0070, -1.4E-4, 2.0E-4
0.0040, -0.0013, 0.0080, 0.011, 5.0E-5, -2.0E-4
-0.0050, -0.0018, 0.013, -0.014, 2.6E-4, 1.0E-4
-0.0069, 0.0017, 0.0080, 0.0010, -9.0E-5, 1.0E-4
-0.0057, -0.0030, 0.012, -0.014, 1.4E-4, 1.0E-4
0.0061, -2.0E-4, 0.0050, -0.017, 1.2E-4, -2.0E-4
0.0046, 2.0E-4, 0.01, 0.011, -4.0E-5, -1.0E-4
-0.0055, 2.0E-4, 0.011, -0.011, 1.2E-4, 1.0E-4
0.0033, 0.0013, 0.01, -0.0050, 6.0E-5, -1.0E-4
-0.0036, -4.0E-4, 0.0090, 0.026, -1.3E-4, 2.0E-4
0.0063, 0.0022, 0.02, -0.0050, 1.7E-4, -4.0E-4
-0.0038, -0.0048, 0.0040, 0.0070, -2.6E-4, 4.0E-4
0.0068, -6.0E-4, 0.0060, 0.029, -1.1E-4, -2.0E-4
0.0059, 2.0E-4, 0.0090, -0.0050, 1.8E-4, -2.0E-4
-0.0062, -0.0017, 0.0050, 0.0050, -1.2E-4, 2.0E-4
-0.0023, -9.0E-4, 0.0050, -0.01, -1.0E-5, 2.0E-4
0.0028, 9.0E-4, 0.014, -0.0070, 3.0E-5, -1.0E-4
0.0016, 0.0, 0.016, 0.0090, 1.7E-4, -2.0E-4
0.0056, -0.0026, 0.0050, -0.023, 3.8E-4, -4.0E-4
-0.0061, 0.0037, 0.02, 0.0090, -3.7E-4, 1.0E-4
0.0098, 0.0027, 0.016, 0.0040, 9.0E-5, -5.0E-4
-0.0031, 0.0024, 0.012, -0.01, 4.0E-5, 3.0E-4
-0.0071, 0.0013, 0.011, 0.0080, -2.6E-4, 5.0E-4
-0.0054, 0.0, 0.012, 0.015, -2.8E-4, 3.0E-4
-0.0093, 0.0018, 0.013, 0.0060, -2.7E-4, 2.0E-4
0.0106, 8.0E-4, 0.0030, -0.0040, 2.0E-4, -4.0E-4
-0.0046, 0.0022, 0.012, 0.0070, -1.9E-4, 3.0E-4
0.0038, 5.0E-4, 0.014, -0.0050, 1.6E-4, -3.0E-4
0.0058, -1.0E-4, 0.01, -0.018, 2.8E-4, -3.0E-4
-0.0080, 0.0, 0.0080, 0.0070, -3.5E-4, 4.0E-4
-0.0069, 0.0010, 0.0080, -0.014, 1.9E-4, 3.0E-4
0.0053, -0.0027, 0.0020, -0.012, 4.5E-4, -1.0E-4
0.0107, -7.0E-4, 0.0, 0.0, 3.3E-4, -2.0E-4
0.0027, 0.0027, 0.0050, 0.027, -3.0E-4, -1.0E-4
0.0036, 0.0011, 0.0080, -0.0070, 1.0E-5, -3.0E-4
-0.0088, 0.0014, 0.015, -0.014, -3.7E-4, 8.0E-4
-0.0046, 2.0E-4, 0.012, 0.0090, -4.6E-4, 7.0E-4
0.0082, 3.0E-4, 0.01, 0.0040, 0.0, -3.0E-4
-0.0072, 8.0E-4, 0.0060, 0.0050, -1.5E-4, 3.0E-4
-0.0048, 0.0022, 0.0080, -0.01, 2.0E-4, 1.0E-4
-0.0059, 0.0019, 0.0080, 0.012, -2.7E-4, 2.0E-4
-0.0111, -0.0011, 0.014, 0.0020, -4.7E-4, 7.0E-4
-0.0076, 1.0E-4, 0.0070, 0.024, -2.7E-4, 2.0E-4
0.0057, -0.0010, 0.0030, -0.036, 4.3E-4, -1.0E-4
0.0111, 0.0035, 0.0060, -0.018, 2.0E-5, -3.0E-4
-0.0083, 4.0E-4, 0.015, -0.012, -1.0E-5, 5.0E-4
-0.0042, 0.0025, 0.0090, 0.013, -1.6E-4, 1.0E-4
0.0042, 3.0E-4, 0.011, -0.011, 2.3E-4, 1.0E-4
0.0073, 2.0E-4, 0.0070, 0.013, 1.3E-4, -4.0E-4
-0.0044, 6.0E-4, 0.012, -0.012, 2.7E-4, 2.0E-4
0.0078, 0.0053, 0.0070, 0.014, -1.2E-4, -2.0E-4
-0.0068, -0.0032, 0.0040, -0.0030, -6.0E-5, 1.0E-4
0.0091, 0.0011, 0.0060, -0.0060, 2.5E-4, -3.0E-4
-0.0067, 0.0032, 0.015, 0.0060, -1.3E-4, 6.0E-4
0.0111, 0.0065, 0.0060, -0.021, 4.0E-4, -3.0E-4
0.0095, 0.0026, 0.017, 0.02, -2.3E-4, -7.0E-4
-0.0048, 0.0027, 0.019, 0.029, -7.7E-4, 0.0013
-0.0050, 0.0017, 0.0080, 0.0060, -8.0E-5, 2.0E-4
0.0098, 0.0011, 0.0070, -0.041, 8.1E-4, -1.0E-4
-0.0099, 0.0012, 0.013, 0.036, -4.3E-4, 6.0E-4
0.0064, 0.0011, 0.013, 0.013, -8.0E-5, -2.0E-4
-0.0045, 0.0064, 0.011, 0.013, -9.5E-4, 3.0E-4
0.0057, 0.0013, 0.0070, -0.0080, 3.5E-4, -0.0010
-0.0045, 0.0042, 0.01, 0.0, -6.4E-4, 6.0E-4
-0.0107, 0.0018, 0.011, 0.041, -5.9E-4, 6.0E-4
-0.0075, 0.0016, 0.011, 0.0060, -2.1E-4, 5.0E-4
0.0050, 1.0E-4, 0.01, -0.014, 2.0E-4, -1.0E-4
0.0062, 0.0043, 0.0080, -0.017, 1.3E-4, -3.0E-4
0.0051, 0.0010, 0.012, -0.026, 2.2E-4, -4.0E-4
-0.0035, 0.0014, 0.018, -0.011, -7.0E-5, 4.0E-4
-0.0040, 9.0E-4, 0.016, 0.02, -1.5E-4, 2.0E-4
-0.0034, 0.0015, 0.014, -0.013, 5.0E-5, 3.0E-4
0.0052, 0.0017, 0.011, 0.014, -1.4E-4, -1.0E-4
0.0061, 0.0019, 0.0050, 0.031, 7.0E-5, -4.0E-4
-5.0E-4, 0.0020, 0.0020, -0.01, 2.3E-4, 1.0E-4
0.0042, 0.0046, 0.02, 0.013, -1.3E-4, 1.0E-4
0.0066, -9.0E-4, 0.0070, -0.0060, 1.8E-4, -1.0E-4
0.0053, 2.0E-4, 0.0050, 0.016, -1.1E-4, -1.0E-4
0.0055, -0.0054, 0.0030, 0.011, 1.2E-4, -2.0E-4
-0.0024, 0.0013, 0.0030, -0.01, 1.0E-4, 1.0E-4
-0.0027, -6.0E-4, 0.012, -0.013, 8.0E-5, 2.0E-4
0.0040, 4.0E-4, 0.0050, 0.029, -1.0E-4, -1.0E-4
0.0049, -1.0E-4, 0.012, 0.0080, 2.2E-4, -3.0E-4
-0.0015, -0.0015, 0.011, 0.036, -8.0E-5, -1.0E-4
-0.0041, -0.0013, 0.0060, 0.03, -1.1E-4, 1.0E-4
-0.0012, 0.0019, 0.014, -0.01, 1.0E-4, 2.0E-4
0.0039, -7.0E-4, 0.013, -0.0080, 2.8E-4, -5.0E-4
0.0080, 0.0012, 0.0090, 0.0080, -1.0E-5, 1.0E-4
0.0088, 0.0030, 0.018, -0.014, 3.5E-4, -4.0E-4
-0.0066, 0.0070, 0.016, 0.0070, -3.8E-4, 0.0013
0.0076, 0.0019, 0.018, 0.011, 1.0E-4, -4.0E-4
9.0E-4, 0.0046, 0.01, 0.03, 4.0E-5, -3.0E-4
0.0054, 0.0019, 0.0090, 0.012, 1.9E-4, -4.0E-4
0.0059, 0.0, 0.022, -0.0060, 1.8E-4, -3.0E-4
0.0062, -7.0E-4, 0.0070, 0.012, -3.8E-4, -1.0E-4
0.0081, -6.0E-4, 0.0070, 0.011, 5.0E-5, -3.0E-4
-0.0091, 0.0044, 0.0090, 0.0070, -1.8E-4, 4.0E-4
0.0095, 0.0010, 0.016, -0.0050, 2.8E-4, -4.0E-4
-0.0054, -0.0015, 0.0080, 0.0090, -2.1E-4, 5.0E-4
0.0043, 0.0026, 0.0080, -0.027, 2.6E-4, 1.0E-4
-0.0084, -0.0012, 0.0050, 0.0060, -5.5E-4, 7.0E-4
-0.0061, 2.0E-4, 0.011, 0.0070, -9.0E-5, 2.0E-4
-0.0073, 0.0011, 0.0050, 0.022, -5.7E-4, 1.0E-4
-0.0012, 1.0E-4, 0.0050, -0.01, 5.0E-5, 2.0E-4
0.0070, -2.0E-4, 0.013, 0.0050, 2.0E-4, -2.0E-4
0.0077, -3.0E-4, 0.0060, 0.014, 3.0E-5, -1.0E-4
0.0054, 0.0020, 0.0080, -0.0090, 5.0E-5, 1.0E-4
-0.0070, 0.0011, 0.01, 0.011, -5.4E-4, 1.0E-4
-0.0114, 0.0019, 0.015, 0.017, -4.5E-4, 3.0E-4
-0.0089, 8.0E-4, 0.012, -0.014, 2.7E-4, 1.0E-4
-0.0097, -0.0012, 0.016, 0.011, -2.0E-5, 1.0E-4
0.0060, 0.0021, 0.0070, 0.018, -1.0E-4, -4.0E-4
-0.0063, 0.0030, 0.014, 0.023, -4.5E-4, 2.0E-4
0.0045, 0.0041, 0.0070, -0.0070, 1.3E-4, -4.0E-4
0.0059, 0.0051, 0.021, -0.018, 4.1E-4, -0.0011
-0.0053, 0.0058, 0.022, 0.0040, -6.0E-5, 3.0E-4
-0.0024, 0.0026, 0.021, -0.01, -9.0E-5, 7.0E-4
-0.0066, 0.0042, 0.019, -0.0050, -2.3E-4, 3.0E-4
-0.0037, 0.0033, 0.015, 0.0050, -1.0E-4, 1.0E-4
-0.0013, 0.0035, 0.012, -0.01, 1.4E-4, 1.0E-4
-0.0067, 0.0039, 0.012, -0.011, -8.0E-5, 4.0E-4
0.0083, 0.0029, 0.015, -0.0050, 1.6E-4, -5.0E-4
0.0042, 0.0018, 0.015, 0.013, -2.4E-4, -5.0E-4
0.0043, -1.0E-4, 0.013, -0.0070, 7.0E-5, -1.0E-4
-0.0102, 0.0036, 0.016, 0.0030, -2.2E-4, 1.0E-4
-0.0128, 0.0014, 0.016, -0.016, -1.2E-4, 4.0E-4
0.0020, 6.0E-4, 0.014, 0.011, -1.8E-4, 1.0E-4
0.0070, -0.0019, 0.012, 0.0050, 1.3E-4, -2.0E-4
0.0031, -0.0019, 0.0080, 0.01, -4.0E-5, -1.0E-4
8.0E-4, -4.0E-4, 0.013, 0.01, -2.0E-5, -1.0E-4
0.0063, -6.0E-4, 0.012, 0.01, -1.0E-5, -2.0E-4
0.0056, 0.0016, 0.011, 0.029, 0.0, -2.0E-4
-4.0E-4, 0.0010, 0.011, -0.0090, 0.0, 1.0E-4
0.0055, 0.0014, 0.012, 0.0060, 7.0E-5, -2.0E-4
-0.0041, -5.0E-4, 0.014, 0.014, -3.5E-4, 2.0E-4
0.0031, 0.0017, 0.0070, -0.0080, 6.0E-5, -2.0E-4
-0.0057, -0.0013, 0.014, 0.026, -5.6E-4, 1.0E-4
0.0051, -0.0020, 0.013, -0.041, 3.3E-4, -3.0E-4
-0.0043, -0.0022, 0.0090, -0.01, -8.0E-5, -1.0E-4
-0.0060, 0.0023, 0.014, -0.02, -8.0E-5, 4.0E-4
0.0049, -0.0030, 0.012, 0.012, -9.0E-5, -3.0E-4
-0.0042, -0.0014, 0.0070, 0.015, -4.0E-4, 4.0E-4
-0.0059, 8.0E-4, 0.01, 0.0090, -2.1E-4, 1.0E-4
-0.0036, 0.0013, 0.013, -0.011, 1.0E-4, 2.0E-4
0.0051, -0.0019, 0.0070, -0.022, 2.7E-4, -1.0E-4
0.0077, 0.0013, 0.0070, -0.013, 1.2E-4, -3.0E-4
-0.0088, 1.0E-4, 0.013, 0.011, -9.0E-5, 2.0E-4
-5.0E-4, -9.0E-4, 0.012, -0.0090, 3.0E-5, 2.0E-4
-0.0054, 0.0027, 0.0090, 0.022, -2.3E-4, 1.0E-4
0.0037, 0.0019, 0.0080, 0.011, 3.0E-5, -1.0E-4
-0.0038, 0.0025, 0.012, 0.0090, -2.0E-4, 1.0E-4
-0.0020, -6.0E-4, 0.0080, -0.01, 5.0E-5, 1.0E-4
0.0064, 1.0E-4, 0.0060, 0.016, 4.0E-5, -2.0E-4
-0.0064, 0.0012, 0.011, -0.013, 1.6E-4, 2.0E-4
-0.0023, 3.0E-4, 0.012, -0.017, 7.0E-5, 2.0E-4
0.0071, 0.0013, 0.01, 0.025, -1.3E-4, 1.0E-4
0.0015, -0.0013, 0.0070, 0.039, -2.8E-4, 1.0E-4
-4.0E-4, 0.0018, 0.0080, 0.029, -2.1E-4, -1.0E-4
0.0064, 0.0011, 0.0090, 0.018, 4.0E-5, -1.0E-4
0.0056, 0.0012, 0.01, 0.028, -8.0E-5, -2.0E-4
-0.0025, 5.0E-4, 0.0070, -0.011, 5.0E-5, 1.0E-4
-0.0049, -0.0010, 0.0090, 0.0080, -2.1E-4, 4.0E-4
0.0039, 4.0E-4, 0.0060, -0.04, 4.2E-4, -1.0E-4
0.0078, 0.0044, 0.01, -0.032, 1.8E-4, -1.0E-4
0.0032, 0.0027, 0.0090, -0.0070, 1.7E-4, -4.0E-4
0.0018, 0.0012, 0.0090, 0.027, -2.6E-4, -2.0E-4
-0.0036, 7.0E-4, 0.0080, 0.0050, -5.0E-5, 1.0E-4
-0.0042, 0.0, 0.0080, 0.0060, -1.5E-4, 2.0E-4
0.0061, 0.0015, 0.0080, -0.0050, 8.0E-5, -1.0E-4
0.0058, 0.0021, 0.027, -0.0060, 7.0E-5, -3.0E-4
0.0029, 0.0010, 0.03, 0.011, -1.2E-4, -3.0E-4
-0.0032, -9.0E-4, 0.023, -0.012, 9.0E-5, 1.0E-4
-0.0036, -0.0014, 0.0070, 0.0060, -8.0E-5, 1.0E-4
-0.0050, -0.0015, 0.013, 0.024, -4.0E-5, 2.0E-4
0.0036, 0.0012, 0.0050, -0.0060, 8.0E-5, -2.0E-4
-0.0031, 0.0013, 0.015, -0.011, -4.0E-5, 1.0E-4
0.0053, 0.0012, 0.0050, -0.0050, 9.0E-5, -1.0E-4
0.0062, 5.0E-4, 0.0080, -0.0040, 5.0E-5, -1.0E-4
0.0047, -6.0E-4, 0.013, 0.017, -7.0E-5, -1.0E-4
-0.0030, 1.0E-4, 0.0070, -0.012, 1.2E-4, 1.0E-4
0.0045, 0.0022, 0.013, 0.027, -5.0E-5, -1.0E-4
0.0036, -0.0014, 0.013, 0.032, -8.0E-5, -2.0E-4
0.0030, -7.0E-4, 0.0060, 0.01, -1.0E-5, -1.0E-4
-0.0010, -0.0010, 0.011, 0.035, -1.8E-4, 2.0E-4
-0.0070, -4.0E-4, 0.0090, 0.0080, -7.0E-5, 2.0E-4
0.0074, 0.0013, 0.0060, 0.023, -6.0E-5, -1.0E-4
-0.0081, -0.0028, 0.013, -0.0010, -6.0E-5, 2.0E-4
0.0034, 0.0017, 0.011, -0.0060, -1.0E-5, -2.0E-4
0.0025, -3.0E-4, 0.0050, 0.029, -1.0E-4, -1.0E-4
-0.0068, 1.0E-4, 0.0040, 0.018, -1.5E-4, 1.0E-4
-0.0045, -0.0020, 0.0060, -0.035, 1.5E-4, 1.0E-4
-0.0036, -7.0E-4, 0.0090, -0.012, -2.0E-5, 2.0E-4
0.0028, 6.0E-4, 0.012, -0.0070, 1.4E-4, -3.0E-4
-0.0023, -7.0E-4, 0.0080, -0.011, 2.0E-5, 1.0E-4
-0.0038, -2.0E-4, 0.012, -0.0050, -4.0E-5, 1.0E-4
0.0043, 2.0E-4, 0.0080, 0.017, -8.0E-5, -1.0E-4
-0.0060, 5.0E-4, 0.011, 0.0080, -7.0E-5, 1.0E-4
3.0E-4, -0.0020, 0.013, 0.01, -6.0E-5, -1.0E-4
0.0045, -0.0020, 0.012, 0.01, 0.0, -2.0E-4
0.0041, -4.0E-4, 0.01, 0.028, -1.1E-4, -1.0E-4
-0.0045, -0.0022, 0.0060, 0.028, -1.7E-4, 2.0E-4
0.0044, -0.0022, 0.0050, 0.021, -7.0E-5, -1.0E-4
-0.0039, 0.0, 0.0020, 0.024, -2.3E-4, 1.0E-4
-0.0053, 7.0E-4, 0.02, -0.011, -1.5E-4, 4.0E-4
5.0E-4, 0.0017, 0.016, -0.01, 2.0E-4, 1.0E-4
5.0E-4, 0.0019, 0.018, 0.011, -2.4E-4, -1.0E-4
-0.0060, -3.0E-4, 0.011, 0.0070, -8.0E-5, 5.0E-4
0.0050, 7.0E-4, 0.0090, 0.0, 2.4E-4, -1.0E-4
0.0068, 8.0E-4, 0.0020, -0.0040, 2.3E-4, -1.0E-4
-0.0061, 0.0013, 0.011, 0.024, -2.4E-4, 1.0E-4
-0.0047, 8.0E-4, 0.015, 0.0070, -2.8E-4, 1.0E-4
-0.0073, 4.0E-4, 0.012, 0.0030, -2.5E-4, 3.0E-4
-0.0050, 7.0E-4, 0.01, -0.011, -3.0E-4, 6.0E-4
0.0092, -2.0E-4, 0.0040, -0.0030, 2.8E-4, -5.0E-4
0.0088, 0.0021, 0.0080, 0.0030, 3.0E-5, -3.0E-4
-0.0121, -0.0015, 0.014, -0.011, -9.0E-5, 1.0E-4
0.0064, -0.0010, 0.0050, -0.027, 4.2E-4, -1.0E-4
0.0106, 8.0E-4, 0.0050, -0.015, 2.2E-4, -1.0E-4
-0.0034, 0.0016, 0.012, 0.038, -6.0E-5, -4.0E-4
0.0054, -3.0E-4, 0.0050, -0.015, 9.0E-5, 1.0E-4
-0.0078, 0.0011, 0.0090, 0.0090, -2.3E-4, 5.0E-4
0.0039, 0.0014, 0.014, 0.014, -2.4E-4, -2.0E-4
-0.0099, -4.0E-4, 0.011, 0.0030, -3.8E-4, 6.0E-4
0.0021, 3.0E-4, 0.0060, 0.011, -1.5E-4, -3.0E-4
-0.0032, 7.0E-4, 0.0090, -0.028, -1.3E-4, 6.0E-4
0.0101, -0.0030, 0.015, 0.015, -1.5E-4, -3.0E-4
-0.0083, 0.0013, 0.016, 0.025, -7.5E-4, 1.0E-4
0.0078, 0.0029, 0.0090, 0.0030, 4.0E-5, -1.0E-4
-0.0061, -0.0012, 0.0090, 0.015, -1.6E-4, -1.0E-4
-0.0096, 0.0, 0.0050, 0.0, -1.6E-4, 1.0E-4
-0.0064, 2.0E-4, 0.012, -0.011, 9.0E-5, 3.0E-4
0.0060, -0.0021, 0.01, -0.0030, 1.0E-5, -1.0E-4
-0.0098, -1.0E-4, 0.018, 0.019, -2.9E-4, 1.0E-4
0.0048, 0.0023, 0.011, 0.026, -1.7E-4, 1.0E-4
0.0076, -2.0E-4, 0.0090, 0.019, -1.3E-4, -1.0E-4
-0.0105, 0.0013, 0.011, 0.021, -5.4E-4, 9.0E-4
0.0067, 0.0028, 0.0060, -0.01, 3.9E-4, -2.0E-4
0.0083, -0.0012, 0.022, -0.0020, 2.7E-4, -4.0E-4
0.0060, 0.0010, 0.02, 0.029, -1.7E-4, -2.0E-4
0.0077, 7.0E-4, 0.013, 0.01, 1.1E-4, -3.0E-4
-0.0104, 7.0E-4, 0.017, 0.012, -1.8E-4, 2.0E-4
-0.0108, 0.0014, 0.0050, -0.013, -1.7E-4, 4.0E-4
-0.0047, 0.0041, 0.022, -0.0020, -5.6E-4, 1.0E-4
-0.0060, -3.0E-4, 0.018, -0.038, 4.7E-4, 1.0E-4
