@relation delta_ail
@attribute RollRate real [-0.0208, 0.0177]
@attribute PitchRate real [-0.0077, 0.0108]
@attribute currPitch real [-0.0060, 0.041]
@attribute currRoll real [-0.05, 0.051]
@attribute diffRollRate real [-0.0015, 8.2E-4]
@attribute Sa real [-0.0021, 0.0022]
@inputs RollRate, PitchRate, currPitch, currRoll, diffRollRate
@outputs Sa
@data
0.0040, 0.0024, 0.0050, 0.046, -1.9E-4, -1.0E-4
0.0075, 0.0021, 0.011, -0.025, 2.2E-4, -3.0E-4
-0.0074, 2.0E-4, 0.0090, 0.0030, -2.6E-4, 1.0E-4
0.0119, 4.0E-4, 0.0070, -0.0060, -1.0E-5, -2.0E-4
0.0077, 0.0034, 0.012, 0.013, -2.9E-4, -4.0E-4
0.0085, -8.0E-4, 0.0060, 0.016, 6.0E-5, -1.0E-4
0.0063, 0.0016, 0.0070, 0.033, -1.5E-4, -1.0E-4
-0.0098, 0.0030, 0.0090, -0.0020, -1.0E-5, 1.0E-4
-0.0052, 0.0016, 0.011, -0.029, 1.7E-4, 1.0E-4
0.0039, 4.0E-4, 0.0090, -0.032, 2.4E-4, -1.0E-4
0.0047, 0.0016, 0.012, 0.012, -7.0E-5, -2.0E-4
-0.0054, 0.0013, 0.012, -0.0070, -1.9E-4, 2.0E-4
0.0092, -7.0E-4, 0.0060, 0.012, -3.0E-5, -3.0E-4
-0.0088, 0.0044, 0.011, 0.0040, -1.7E-4, 2.0E-4
-0.0057, 0.0018, 0.0010, 0.01, -3.0E-4, 2.0E-4
-0.0016, 0.0012, 0.014, -0.01, -1.0E-5, 2.0E-4
0.0039, 0.0010, 0.012, 0.012, -1.1E-4, 1.0E-4
-0.0072, 0.0027, 0.0070, 0.0050, -1.7E-4, 2.0E-4
-0.0040, 3.0E-4, 0.0070, 0.0050, -1.0E-4, 1.0E-4
0.0057, -0.0011, 0.0060, 0.012, -1.2E-4, -1.0E-4
0.0032, 0.0011, 0.012, -0.0070, -6.0E-5, -1.0E-4
-0.0070, -0.0010, 0.0080, 0.013, -8.0E-5, 1.0E-4
0.0029, 0.0018, 0.0070, -0.0060, 7.0E-5, -1.0E-4
-0.0041, -4.0E-4, 0.012, -0.015, -1.0E-5, 1.0E-4
0.0088, 4.0E-4, 0.011, -0.02, 1.0E-5, -1.0E-4
-1.0E-4, -0.0035, 0.0060, -0.01, 1.8E-4, -1.0E-4
0.0012, 6.0E-4, 0.0080, 0.03, -1.1E-4, -2.0E-4
0.0047, 7.0E-4, 0.0080, -0.0050, 3.0E-5, 1.0E-4
0.0050, 7.0E-4, 0.01, 0.015, -4.0E-5, 1.0E-4
-0.0052, -0.0011, 0.0050, 0.0030, -2.0E-5, 1.0E-4
0.0048, 0.0014, 0.0030, -0.0050, 1.5E-4, -2.0E-4
-0.0082, 0.0012, 0.011, 0.0020, -9.0E-5, 1.0E-4
-0.0076, -0.0019, 0.031, -0.012, -1.5E-4, 0.0010
0.0037, -0.0010, 0.018, -0.025, 3.5E-4, 1.0E-4
0.0067, 0.0022, 0.017, -0.023, 3.4E-4, -6.0E-4
0.0103, 1.0E-4, 0.02, -0.023, 5.2E-4, -5.0E-4
-0.0050, 0.0011, 0.018, -0.0020, -3.2E-4, 4.0E-4
-0.0049, 0.0013, 0.017, -0.013, 1.2E-4, 2.0E-4
0.0097, -0.0014, 0.0080, -0.0050, 3.3E-4, -9.0E-4
-0.0101, 0.0027, 0.014, 0.01, -3.0E-4, 1.0E-4
-0.0044, -8.0E-4, 0.015, 0.0070, -3.1E-4, 8.0E-4
0.0075, 0.0045, 0.0060, 0.0080, 2.2E-4, -1.0E-4
-0.012, -0.0036, 0.014, -0.021, -9.0E-5, 3.0E-4
-0.0033, 0.0019, 0.0050, -0.012, 4.0E-5, 1.0E-4
-0.0064, -2.0E-4, 0.012, -0.013, -1.2E-4, 5.0E-4
0.0059, 0.0016, 0.011, 0.01, -2.0E-4, -2.0E-4
0.0047, 0.0030, 0.0040, -0.02, 3.6E-4, -3.0E-4
-0.0066, 0.0016, 0.0090, 0.0040, -1.2E-4, 1.0E-4
-0.0098, 0.0019, 0.0030, 0.02, -3.0E-4, 1.0E-4
-0.0064, 0.0018, 0.01, -0.011, -7.0E-5, 3.0E-4
0.0077, 3.0E-4, 0.0090, -0.0020, 1.0E-4, -2.0E-4
0.0037, -0.0019, 0.0070, 0.013, -3.1E-4, -2.0E-4
0.0074, 0.0011, 0.0090, -0.021, 3.6E-4, -1.0E-4
0.0060, 0.0037, 0.013, 0.014, -3.1E-4, -2.0E-4
-0.0117, 9.0E-4, 0.019, 0.0050, -4.7E-4, 3.0E-4
-0.0019, 0.0020, 0.019, -0.028, -8.0E-5, 2.0E-4
-0.0047, 2.0E-4, 0.0060, 0.023, -1.3E-4, 1.0E-4
0.0041, -0.0013, 0.01, 0.01, -2.0E-5, -1.0E-4
0.0041, 0.0012, 0.0090, -0.0080, 1.3E-4, -1.0E-4
0.0038, -0.0015, 0.0060, 0.013, 1.0E-5, -1.0E-4
-0.0044, 4.0E-4, 0.012, -0.036, 1.2E-4, 3.0E-4
-0.0081, 6.0E-4, 0.012, 0.01, -2.6E-4, 2.0E-4
-0.0049, -0.0023, 0.012, 0.0070, -1.4E-4, 3.0E-4
-0.0035, -4.0E-4, 0.0090, -0.011, -5.0E-5, 1.0E-4
0.0013, 0.0014, 0.011, 0.01, -2.0E-5, -2.0E-4
-0.0051, -8.0E-4, 0.012, 0.0050, -2.5E-4, 3.0E-4
-0.0045, -0.0020, 0.0040, 0.0050, -9.0E-5, 1.0E-4
0.0044, 9.0E-4, 0.014, -0.0060, 1.3E-4, -1.0E-4
0.0051, -0.0026, 0.0090, 0.014, 1.0E-5, -1.0E-4
-0.0013, 6.0E-4, 0.011, 0.033, -1.7E-4, 2.0E-4
-3.0E-4, -9.0E-4, 0.0060, 0.027, 5.0E-5, -1.0E-4
0.0046, 0.0010, 0.0040, 0.014, 6.0E-5, -1.0E-4
0.0023, 0.0015, 0.0090, 0.028, -9.0E-5, -1.0E-4
-0.0046, 0.0, 0.011, 0.021, -1.1E-4, 1.0E-4
0.0080, -0.0018, 0.0080, 0.014, 5.0E-5, -1.0E-4
0.0037, 5.0E-4, 0.0010, -0.013, 1.9E-4, -1.0E-4
-0.0014, 0.0056, 0.0040, -0.01, -5.0E-5, 2.0E-4
0.0062, 0.0013, 0.018, -0.019, 2.2E-4, -2.0E-4
-0.0052, 0.0010, 0.021, 0.024, -2.1E-4, 6.0E-4
0.0038, -0.0016, 0.015, 0.028, -3.5E-4, -2.0E-4
0.0086, 0.0012, 0.0070, -0.0030, 3.3E-4, -9.0E-4
-0.0039, -5.0E-4, 0.0070, -0.01, 1.4E-4, -1.0E-4
0.0054, 0.0028, 0.0050, -0.0090, 1.6E-4, -4.0E-4
0.0087, -0.0024, 0.0060, -0.0050, 2.0E-4, -3.0E-4
0.0076, 3.0E-4, 0.0060, 0.011, -1.8E-4, -3.0E-4
0.0111, 3.0E-4, 0.0050, -0.0050, 3.0E-4, -6.0E-4
-0.0028, 0.0024, 0.016, -0.011, -2.0E-5, 2.0E-4
0.0063, -4.0E-4, 0.013, -0.0070, 2.4E-4, -5.0E-4
-0.0070, -0.0012, 0.01, -0.0080, -1.5E-4, 3.0E-4
0.0102, 5.0E-4, 0.0060, -0.0040, 2.4E-4, -5.0E-4
-0.0037, -6.0E-4, 0.011, -0.011, 1.7E-4, 1.0E-4
-0.0106, 0.0021, 0.013, -0.0090, -1.6E-4, 4.0E-4
0.0024, 7.0E-4, 0.012, 0.01, -2.7E-4, -1.0E-4
0.0010, -2.0E-4, 0.02, 0.01, -2.0E-5, -1.0E-4
-0.0037, -0.0013, 0.018, 0.0080, -3.7E-4, 5.0E-4
0.0073, 3.0E-4, 0.0020, -0.021, 3.5E-4, -3.0E-4
-0.0040, 0.0022, 0.0080, -0.013, 1.6E-4, 1.0E-4
0.0047, -0.0010, 0.0020, -0.014, 3.6E-4, -1.0E-4
0.0089, 0.0011, 0.0020, -0.0030, 6.0E-5, -1.0E-4
0.0077, 2.0E-4, 0.0090, 0.019, -1.0E-4, -1.0E-4
9.0E-4, 2.0E-4, 0.0090, 0.033, -2.8E-4, -1.0E-4
0.0054, 0.0020, 0.0060, 0.015, -3.3E-4, -2.0E-4
-0.0075, 0.0026, 0.011, 0.013, -4.9E-4, 2.0E-4
-0.0050, 2.0E-4, 0.0080, -0.037, 3.6E-4, 1.0E-4
-4.0E-4, 0.0014, 0.0080, 0.042, -6.1E-4, 4.0E-4
-0.0086, 0.0020, 0.015, 0.02, -5.0E-4, 1.0E-4
0.0095, 0.0027, 0.0090, 0.015, -1.1E-4, -4.0E-4
0.0053, 0.0, 0.0, -0.0090, 3.3E-4, -1.0E-4
0.0082, 0.0011, 0.0090, 0.031, -4.7E-4, -1.0E-4
0.0056, 0.0011, 0.0020, -0.011, 3.3E-4, -1.0E-4
-0.0099, 7.0E-4, 0.0070, -0.03, 3.3E-4, 1.0E-4
0.0085, 0.0039, 0.017, -0.018, 5.0E-5, -1.0E-4
0.0103, 0.0036, 0.015, -0.011, 2.6E-4, -2.0E-4
0.0080, 0.0013, 0.0030, 0.0090, 3.5E-4, -4.0E-4
-0.0064, 0.0026, 0.012, 0.023, -2.1E-4, 2.0E-4
-0.0046, 0.0032, 0.014, -0.01, 2.3E-4, 1.0E-4
0.0075, 0.0039, 0.016, -0.0050, 2.5E-4, -5.0E-4
0.0062, 0.0039, 0.014, 0.016, -5.8E-4, -5.0E-4
-0.0135, 0.0027, 0.015, 0.0080, -7.9E-4, 0.0014
0.0134, 0.0076, 0.013, -0.0030, 5.0E-5, -1.0E-4
0.0039, 0.0034, 0.011, 0.0010, 1.6E-4, -3.0E-4
-0.0137, 0.0021, 0.011, -0.034, 5.2E-4, 1.0E-4
0.0121, 0.0044, 0.013, 0.029, -1.8E-4, -2.0E-4
-0.0078, 0.0027, 0.0040, -0.013, -3.1E-4, 6.0E-4
-0.0047, 0.0019, 0.013, 0.0080, -2.3E-4, 9.0E-4
0.0064, 0.0013, 0.011, 0.0030, 6.1E-4, -6.0E-4
-0.0037, -1.0E-4, 0.0010, -0.013, 4.2E-4, 1.0E-4
-0.0079, 0.0040, 0.012, 0.0090, -1.0E-5, 1.0E-4
-0.0079, 0.0040, 0.013, -0.014, 7.0E-5, 2.0E-4
0.0076, 0.0039, 0.013, -0.0090, 4.0E-5, -1.0E-4
-0.0048, 0.0011, 0.0090, -0.012, 8.0E-5, 2.0E-4
0.0092, 0.0028, 0.0030, 0.012, -3.0E-5, -1.0E-4
0.0066, 0.0014, 0.011, 0.047, -4.2E-4, -3.0E-4
0.0041, 1.0E-4, 0.0020, -0.013, 6.8E-4, -1.0E-4
0.0041, 0.0035, 0.0080, 0.026, -4.7E-4, 4.0E-4
2.0E-4, 0.0028, 0.012, 0.032, -4.0E-5, -1.0E-4
-0.0039, 0.0019, 0.015, 0.021, -5.0E-5, 2.0E-4
-0.012, 0.0021, 0.01, 0.0010, -4.4E-4, 8.0E-4
0.0046, 0.0042, 0.0030, -0.021, 2.0E-5, -1.0E-4
0.0091, 0.0015, 0.0060, -0.0040, 3.1E-4, -3.0E-4
0.0104, 0.0019, 0.0050, 0.013, -3.0E-5, -2.0E-4
0.0040, 0.0056, 0.013, 0.033, -3.3E-4, 1.0E-4
0.0075, 0.0044, 0.011, -0.0040, 1.1E-4, -8.0E-4
0.0024, 0.0026, 0.03, -0.0080, 4.0E-5, -2.0E-4
-0.0067, 0.0025, 0.029, 0.0010, -1.1E-4, 1.0E-4
-0.0077, -0.0019, 0.026, -0.0090, -5.0E-5, 4.0E-4
0.0045, 4.0E-4, 0.01, -0.012, 2.1E-4, -3.0E-4
0.0074, 0.0010, 0.01, -0.0050, 1.8E-4, -3.0E-4
-0.0077, -0.0015, 0.015, 0.025, -2.2E-4, 5.0E-4
0.0082, -0.0020, 0.014, 0.015, -8.0E-5, -2.0E-4
0.0065, -0.0025, 0.018, -0.0030, 1.9E-4, -4.0E-4
-0.0053, 8.0E-4, 0.012, 0.029, -2.2E-4, -1.0E-4
-0.0104, -0.0011, 0.0080, 0.014, -2.4E-4, 3.0E-4
0.0046, 0.0021, 0.0070, -0.0070, 2.7E-4, -4.0E-4
0.0078, 0.0046, 0.0020, -0.0040, 1.7E-4, -5.0E-4
-0.0046, 0.0058, 0.0090, 0.025, -3.8E-4, 3.0E-4
0.0071, 0.0018, 0.0050, 0.015, 7.0E-5, -1.0E-4
-0.0041, 3.0E-4, 0.016, 0.042, -1.7E-4, 1.0E-4
0.0025, 0.0021, 0.0080, 0.011, 0.0, -1.0E-4
0.0060, 1.0E-4, 0.0060, 0.012, 1.1E-4, -1.0E-4
0.0063, -1.0E-4, 0.0040, 0.013, -1.1E-4, -1.0E-4
-0.0070, -2.0E-4, 0.0090, -0.01, 3.0E-5, 2.0E-4
0.0053, 0.0089, 0.031, -0.01, 1.4E-4, -7.0E-4
-0.0035, 0.0019, 0.017, 0.0070, -6.0E-5, 7.0E-4
0.0067, 0.0061, 0.022, 0.033, -1.4E-4, -2.0E-4
0.0045, 0.0018, 0.014, -0.024, 7.4E-4, -7.0E-4
0.0036, 0.0045, 0.011, 0.019, -1.6E-4, -1.0E-4
-0.0030, 0.0022, 0.023, -0.011, 1.3E-4, 1.0E-4
0.0080, -0.0017, 0.02, -0.0030, 7.0E-5, -6.0E-4
0.0047, -0.0015, 0.013, 0.028, -1.0E-4, -2.0E-4
0.0083, -0.0013, 0.013, 0.01, -1.6E-4, -1.0E-4
-0.0079, 3.0E-4, 0.014, 0.0040, -1.4E-4, 3.0E-4
-0.0048, -9.0E-4, 0.014, 0.0070, -3.9E-4, 8.0E-4
0.0090, 8.0E-4, 0.0090, -0.0010, 1.6E-4, -4.0E-4
0.0068, 1.0E-4, 0.013, -0.0060, 4.8E-4, -8.0E-4
0.0053, 0.0022, 0.0070, -0.0030, 1.8E-4, -3.0E-4
-0.0043, -0.0017, 0.01, 0.0070, -2.2E-4, 5.0E-4
0.0047, 0.0012, 0.011, 0.0040, 2.1E-4, -5.0E-4
-0.0106, -4.0E-4, 0.011, -0.0050, -2.0E-4, 4.0E-4
0.0081, -9.0E-4, 0.013, -0.0050, 2.6E-4, -4.0E-4
0.0049, -1.0E-4, 0.0080, 0.014, -5.0E-5, -1.0E-4
-0.0032, -1.0E-4, 0.0070, -0.011, 1.2E-4, 2.0E-4
0.0071, -6.0E-4, 0.012, -0.017, 2.8E-4, -1.0E-4
4.0E-4, 5.0E-4, 0.012, -0.0090, 2.4E-4, -2.0E-4
0.0034, 0.0, 0.0040, 0.01, -3.0E-5, -1.0E-4
0.0053, -0.0010, 0.0080, 0.0, 3.4E-4, -3.0E-4
-0.0051, 0.0010, 0.014, 0.0070, -4.5E-4, 5.0E-4
0.0079, 2.0E-4, 0.013, -0.0030, 2.9E-4, -5.0E-4
0.0052, 0.0014, 0.014, 0.015, -2.5E-4, -2.0E-4
-0.0040, -0.0020, 0.0090, 0.017, -4.3E-4, 4.0E-4
0.0104, 0.0017, 0.0050, 0.0060, 1.1E-4, -4.0E-4
0.0066, 0.0021, 0.012, 0.013, -8.0E-5, -3.0E-4
0.0072, -2.0E-4, 0.0060, 0.013, 1.3E-4, -4.0E-4
-0.0031, -5.0E-4, 0.0040, -0.01, 1.3E-4, 1.0E-4
0.0099, 7.0E-4, 0.01, -0.0030, 2.0E-4, -4.0E-4
-0.0051, 0.0040, 0.014, -0.015, -1.3E-4, 6.0E-4
0.0066, 0.0013, 0.013, -0.018, 4.2E-4, -3.0E-4
0.0047, 0.0015, 0.017, 0.01, 6.0E-5, -7.0E-4
0.0064, 0.0042, 0.02, -0.0040, 1.4E-4, -5.0E-4
-0.0044, 0.0022, 0.02, -0.0090, -1.1E-4, 6.0E-4
-0.0022, -7.0E-4, 0.017, -0.017, 7.0E-5, 1.0E-4
0.0010, 0.0020, 0.029, -0.018, 3.0E-5, 2.0E-4
-0.0023, 0.0021, 0.025, -0.016, 4.0E-5, 1.0E-4
0.0051, 0.0028, 0.019, 0.0020, 2.0E-5, 1.0E-4
-0.0039, -0.0011, 0.012, 0.018, -2.2E-4, 1.0E-4
0.0075, -0.0017, 0.011, -0.018, 2.2E-4, -2.0E-4
0.0058, -0.0023, 0.0080, -0.046, 3.8E-4, -4.0E-4
0.0039, 0.0010, 0.011, -0.0080, 1.5E-4, -2.0E-4
0.0022, 1.0E-4, 0.011, 0.01, 0.0, -2.0E-4
-0.0035, 0.0022, 0.011, -0.01, 1.0E-5, 1.0E-4
0.0050, 0.0014, 0.0060, -0.014, 2.1E-4, -1.0E-4
0.0044, 0.0020, 0.015, 0.013, -1.5E-4, -1.0E-4
-0.0076, -0.0036, 0.0080, 0.0040, -1.4E-4, 3.0E-4
0.0081, -1.0E-4, 0.018, 0.013, -2.0E-5, -3.0E-4
-0.0119, 0.0025, 0.015, 0.013, -3.6E-4, 5.0E-4
0.0011, -0.0014, 0.0070, 0.0090, -9.0E-5, 1.0E-4
-0.0037, -0.0017, 0.0050, 0.031, -2.8E-4, 4.0E-4
-0.0057, -0.0014, 0.0080, -0.011, 1.7E-4, 1.0E-4
-0.0043, 0.0022, 0.0090, -0.01, -7.0E-5, 2.0E-4
-0.0048, -4.0E-4, 0.012, -0.011, -9.0E-5, 3.0E-4
-0.0072, 0.0015, 0.012, -0.038, 3.3E-4, 1.0E-4
0.0081, 0.0027, 0.0050, -0.025, 2.0E-5, -2.0E-4
0.0038, 0.0037, 0.0070, 0.0070, -1.0E-5, -1.0E-4
0.0040, -9.0E-4, 0.0070, 0.024, -9.0E-5, -1.0E-4
-0.0064, -0.0013, 0.01, 0.022, -8.0E-5, 2.0E-4
-0.0082, 0.0016, 0.01, 0.0010, -7.0E-5, 2.0E-4
0.0085, 5.0E-4, 0.0060, -0.022, 3.8E-4, -4.0E-4
-0.0014, 8.0E-4, 0.0080, 0.039, -1.9E-4, 2.0E-4
0.0019, -0.0029, 0.012, 0.035, -3.3E-4, -1.0E-4
3.0E-4, -6.0E-4, 0.014, -0.0090, -1.0E-5, 1.0E-4
-0.0057, -9.0E-4, 0.0050, 0.0070, -1.4E-4, 4.0E-4
-0.0050, 1.0E-4, 0.0090, 0.025, -4.0E-4, 5.0E-4
0.0036, 0.0015, 0.01, -0.0050, 5.0E-5, -1.0E-4
0.0013, -4.0E-4, 0.01, 0.011, -3.0E-5, -2.0E-4
0.0050, 0.0017, 0.012, 0.012, -7.0E-5, -1.0E-4
2.0E-4, 0.0025, 0.022, 0.01, -7.0E-5, -4.0E-4
-0.0057, -0.0016, 0.027, 0.0, -1.3E-4, 5.0E-4
0.0027, -0.0011, 0.0070, -0.0060, 2.0E-5, -1.0E-4
9.0E-4, -5.0E-4, 0.012, 0.01, -1.0E-5, -1.0E-4
-0.0019, -0.0019, 0.0050, -0.012, 3.0E-5, 1.0E-4
0.0046, -6.0E-4, 0.012, -0.025, 1.0E-4, -2.0E-4
0.0046, 9.0E-4, 0.0010, -0.0020, 1.1E-4, -1.0E-4
-0.0035, 0.0021, 0.015, 0.023, -8.0E-5, 1.0E-4
-0.0034, -5.0E-4, 0.0050, 0.0, -6.0E-5, 1.0E-4
-0.0039, 0.0013, 0.0080, -0.011, 1.0E-5, 1.0E-4
-0.0035, -8.0E-4, 0.0040, -0.014, 1.0E-4, 1.0E-4
-0.0036, 3.0E-4, 0.014, 0.0070, -5.0E-5, 1.0E-4
-0.0088, -1.0E-4, 0.011, 0.0, -3.4E-4, 1.0E-4
-0.0028, 0.0019, 0.012, -0.013, 1.0E-5, 1.0E-4
0.0036, 0.0020, 0.016, 0.012, -1.1E-4, -1.0E-4
0.0033, 5.0E-4, 0.0050, -0.0070, 1.1E-4, -2.0E-4
-0.0043, -5.0E-4, 0.011, 0.0050, -1.6E-4, 2.0E-4
-8.0E-4, 0.0020, 0.011, -0.01, 3.0E-5, 1.0E-4
0.0027, 0.0012, 0.0050, 0.011, -5.0E-5, -1.0E-4
-0.0066, 6.0E-4, 0.0080, 0.0010, -1.0E-4, 2.0E-4
0.0037, 0.0, 0.012, -0.0070, 1.4E-4, -1.0E-4
-0.0039, 0.0013, 0.0040, -0.014, 2.0E-5, 1.0E-4
0.0028, 0.0024, 0.013, 0.01, 2.0E-5, -1.0E-4
-0.0040, -0.0014, 0.01, -0.011, -1.5E-4, 3.0E-4
0.0060, -0.0013, 0.013, 0.0, 1.1E-4, -2.0E-4
-0.0102, 0.0010, 0.02, -0.01, 1.0E-5, 4.0E-4
0.0057, -0.0016, 0.027, -0.033, 1.9E-4, -3.0E-4
-0.0051, 6.0E-4, 0.022, -0.0080, -2.1E-4, 5.0E-4
0.0070, -3.0E-4, 0.018, -0.021, 2.9E-4, -7.0E-4
0.0032, 8.0E-4, 0.01, 0.01, 0.0, -2.0E-4
0.0047, -6.0E-4, 0.011, -0.017, 3.5E-4, -4.0E-4
-0.0083, 0.0026, 0.011, 0.0050, -3.2E-4, 5.0E-4
0.0045, 6.0E-4, 0.0090, 0.0050, 2.7E-4, -3.0E-4
0.0016, -0.0013, 0.011, 0.0090, 7.0E-5, -5.0E-4
-0.0107, 7.0E-4, 0.0090, -0.0090, -2.4E-4, 7.0E-4
0.0028, 0.0015, 0.011, 0.01, -9.0E-5, -2.0E-4
0.0094, 2.0E-4, 0.0080, 0.0, 2.0E-5, -1.0E-4
-0.0034, -3.0E-4, 0.0090, -0.013, 2.0E-5, 3.0E-4
-0.0080, 8.0E-4, 0.0090, 0.013, -3.0E-4, 1.0E-4
-0.01, 8.0E-4, 0.017, 0.0050, -2.6E-4, 1.0E-4
0.0112, 7.0E-4, 0.0090, 0.024, -5.0E-5, -1.0E-4
-0.0112, 0.0022, 0.016, 0.02, -3.2E-4, 2.0E-4
-0.0087, 1.0E-4, 0.014, -0.0040, -1.0E-4, 3.0E-4
0.0067, 8.0E-4, 0.0030, 0.012, -7.0E-5, -4.0E-4
-0.0042, 1.0E-4, 0.0090, 0.0060, -1.0E-4, 2.0E-4
-0.0042, 0.0012, 0.0090, -0.011, -5.0E-5, 3.0E-4
0.0036, 8.0E-4, 0.015, 0.01, 6.0E-5, -4.0E-4
-0.0046, 0.0012, 0.013, 0.01, -1.9E-4, 2.0E-4
-0.0026, -3.0E-4, 0.012, -0.011, -5.0E-5, 5.0E-4
0.0057, 0.0, 0.01, -0.0090, 3.9E-4, -4.0E-4
-0.0045, 0.0010, 0.016, 0.017, -4.1E-4, 2.0E-4
0.0104, 1.0E-4, 0.0010, 0.0080, 1.1E-4, -1.0E-4
0.0036, 0.0039, 0.0090, 0.037, -4.3E-4, 4.0E-4
-0.0065, 9.0E-4, 0.0060, 0.0060, -3.7E-4, 4.0E-4
0.0086, 0.0015, 0.0060, -0.024, 4.2E-4, -3.0E-4
0.0075, 0.0011, 0.0080, 0.011, -1.3E-4, -2.0E-4
0.0091, 0.0013, 0.011, -0.0050, 3.2E-4, -3.0E-4
0.0103, 8.0E-4, 0.011, 0.013, -5.0E-5, -3.0E-4
-0.0095, -0.0018, 0.01, 0.023, -5.9E-4, 8.0E-4
0.0088, 9.0E-4, 0.0, 0.0, 3.6E-4, -4.0E-4
0.0080, -0.0019, 0.01, -0.0060, 3.2E-4, -5.0E-4
0.0038, 0.0027, 0.011, 0.018, -3.4E-4, 1.0E-4
0.0086, 0.0015, 0.012, 0.015, 4.0E-5, -3.0E-4
0.0040, 0.0031, 0.016, 0.024, -8.0E-5, -1.0E-4
